Titulo;Marca;Modelo;Versao;Ano_Fab;Ano_Mod;Quilometragem;Cambio;Portas;Tipo_Carroceria;Cor;Preco;Cidade;Vendedor;Atributos;Descricao;Link
VOLKSWAGEN AMAROK 3.0 V6 TDI DIESEL EXTREME CD 4MOTION AUTOMÁTICO;VOLKSWAGEN;AMAROK;3.0 V6 TDI DIESEL EXTREME CD 4MOTION AUTOMÁTICO;2024;2025.0;25632.0;Automática;4;Picape;Branco;299990.0;Florianópolis;METRONORTE CONTINENTE;Aceita troca, Licenciado;Direção Elétrica, . Veículo de extrema procedência Manual + Chave reserva Garantia de 90 dias da concessionária Inspeção mecânica geral de entrega Oferecemos a melhor avaliação no seu usado!  Nosso time de vendas está preparado e pronto para lhe atender!;https://www.webmotors.com.br/comprar/64794868
CHEVROLET TRACKER 1.0 TURBO FLEX LT AUTOMÁTICO;CHEVROLET;TRACKER;1.0 TURBO FLEX LT AUTOMÁTICO;2023;2024.0;56041.0;Automática;4;Utilitário esportivo;Vermelho;108990.0;Florianópolis;METRONORTE CONTINENTE;Aceita troca, Licenciado;Câmera de Ré, Comando de Som no Volante, Direção Elétrica, ABAIBO DA FIPE  . Veículo de extrema procedência Manual + Chave reserva Garantia de 90 dias da concessionária Inspeção mecânica geral de entrega Oferecemos a melhor avaliação no seu usado!  Nosso time de vendas está preparado e pronto para lhe atender!;https://www.webmotors.com.br/comprar/64537259
CHEVROLET TRACKER 1.0 TURBO FLEX LTZ AUTOMÁTICO;CHEVROLET;TRACKER;1.0 TURBO FLEX LTZ AUTOMÁTICO;2023;2024.0;60249.0;Automática;4;Utilitário esportivo;Prata;114990.0;Florianópolis;METRONORTE CONTINENTE;Aceita troca, Licenciado;Câmera de Ré, Comando de Som no Volante, Direção Elétrica, . Veículo de extrema procedência Manual + Chave reserva Garantia de 90 dias da concessionária Inspeção mecânica geral de entrega Oferecemos a melhor avaliação no seu usado!  Nosso time de vendas está preparado e pronto para lhe atender!;https://www.webmotors.com.br/comprar/64537175
VOLKSWAGEN T-CROSS 1.4 250 TSI TOTAL FLEX HIGHLINE AUTOMÁTICO;VOLKSWAGEN;T-CROSS;1.4 250 TSI TOTAL FLEX HIGHLINE AUTOMÁTICO;2021;2022.0;89229.0;Automática;4;Utilitário esportivo;Branco;122900.0;Florianópolis;BRASILCAR;Aceita troca;Estamos no endereço Av. Norberto Becker, 2 Campeche - Florianópolis, SC 88065420 , Fone: (48) 2132-3325 Não perdemos negócio , venha fazer um Test Drive e conhecer nosso estoque ! Aguardamos Sua Visita! (Anúncio sujeito à alteração sem aviso prévio. Reservamos o direito de corrigir eventuais erros de digitação, imagem, opcional, acessórios, orçamentos e simulações);https://www.webmotors.com.br/comprar/64520677
FIAT FASTBACK 1.0 TURBO 200 FLEX AUDACE CVT;FIAT;FASTBACK;1.0 TURBO 200 FLEX AUDACE CVT;2023;2024.0;68000.0;Automática;4;Utilitário esportivo;Cinza;112900.0;Florianópolis;Goedert flash automoveis;Aceita troca, Todas as revisões feitas pela concessionária;O Fiat Fastback Audace é um SUV compacto com motor 1.0 Turbo Flex e porta-malas de 516 litros, dentre os maiores da categoria, ideal para viagens e bagagens volumosas sem comprometer o espaço interno. Ele oferece bom equilíbrio entre conforto, equipamentos de série e dirigibilidade, com câmbio automático CVT e itens como ar-condicionado automático, multimídia, controle de estabilidade e segurança moderna, tornando-o versátil para uso urbano e estrada. Venha fazer um test-drive!;https://www.webmotors.com.br/comprar/64463381
FIAT FASTBACK 1.0 TURBO 200 FLEX AUDACE CVT;FIAT;FASTBACK;1.0 TURBO 200 FLEX AUDACE CVT;2023;2024.0;49000.0;Automática;4;Utilitário esportivo;Branco;110900.0;Florianópolis;kaka Automoveis Floripa;Aceita troca;ACEITAMOS SEU VEICULO USADO E FINANCIAMOS EM ATE 60X COM AS MELHORES TAXASPor que escolher a KaKa Automoveis:Na KaKa Automoveis Grande Florianópolis, oferecemos mais do que apenas veículos excepcionais. Garantimos transparência, confiabilidade e uma experiência de compra sem igual. Cada carro em nosso showroom é selecionado com cuidado para atender aos padrões mais elevados. ;https://www.webmotors.com.br/comprar/63629742
CHEVROLET TRACKER 1.2 TURBO FLEX PREMIER AUTOMÁTICO;CHEVROLET;TRACKER;1.2 TURBO FLEX PREMIER AUTOMÁTICO;2025;2026.0;0.0;Automática;4;Utilitário esportivo;Cinza;179840.0;Florianópolis;METRONORTE CONTINENTE;Aceita troca, Garantia de fábrica;Aproveite agora mesmo essa oportunidade de garantir veículos Chevrolet zero quilômetro com preços nunca vistos antes!  Realize o sonho do carro novo e garanta as melhores condições disponíveis! Feche o melhor negócio do mercado e saia de carro novo com muitas facilidades e benefícios. Não perca mais tempo e assuma a direção dos seus sonhos.;https://www.webmotors.com.br/comprar/62448563
JEEP COMPASS 2.0 16V FLEX LONGITUDE AUTOMÁTICO;JEEP;COMPASS;2.0 16V FLEX LONGITUDE AUTOMÁTICO;2017;2018.0;78000.0;Automática;4;Utilitário esportivo;Cinza;97990.0;Florianópolis;AUTO DELAS;Aceita troca;"Jeep Compass Longitude 2.0 4x2 Flex 16V Automático 2018 revisado em concessionária    Equipado com motor 2.0 Flex de 166 cv, câmbio automático de 6 marchas, direção elétrica, ar-condicionado digital dual zone, central multimídia com tela de 8,4” e conectividade Apple CarPlay e Android Auto, câmera de ré, sensor de estacionamento traseiro, piloto automático, rodas de liga leve 18”, faróis de neblina, controle de tração e estabilidade, assistente de partida em rampa, seis airbags e acabamento interno refinado.     Conforto, segurança e tecnologia para o dia a dia e viagens. Entre em contato e agende seu test-drive!    Mais informações: 48 9 9939-0417    ""Carro em consignação"" - Visita mediante agendamento.    Observação, valor para pagamento sem troca, para troca, consulte um de nossos especialistas.    * Aceitamos seu usado como entrada, com a melhor avaliação do mercado.  * Trabalhamos com financiamento bancário.  * Temos a opção de parcelamento no cartão de Crédito em até 18x (consulte condições).    Compre seu carro com segurança, transparência com a melhor negociação!    Estamos localizados na Av. Marinheiro Max Schramm, 3805.  Jardim Atlântico - Florianópolis/SC    www.autodelas.com.br";https://www.webmotors.com.br/comprar/60270947
TOYOTA HILUX 2.8 D-4D TURBO DIESEL CD SRX 4X4 AUTOMÁTICO;TOYOTA;HILUX;2.8 D-4D TURBO DIESEL CD SRX 4X4 AUTOMÁTICO;2024;2024.0;7120.0;Automática;4;Picape;Prata;297990.0;Florianópolis;Hai Toyota Matriz;Aceita troca;Picape robusta e versátil equipada com motor 2.8 Turbo Diesel e câmbio automático, oferecendo ótima força e desempenho em diferentes terrenos. A versão SRX conta com acabamento refinado, central multimídia com Android Auto e Apple CarPlay, ar-condicionado digital, bancos em couro, câmera de ré, sensores de estacionamento e controles de estabilidade e tração para mais conforto e segurança. Nos reservamos ao direito de eventuais erros de digitação.;https://www.webmotors.com.br/comprar/64782530
FORD RANGER 3.0 V6 TURBO DIESEL CD XLT 4X4 AUTOMÁTICO;FORD;RANGER;3.0 V6 TURBO DIESEL CD XLT 4X4 AUTOMÁTICO;2025;2026.0;0.0;Automática;4;Picape;Branco;315900.0;Florianópolis;Dimas Volvo;Aceita troca, Todas as revisões feitas pela concessionária, Garantia de fábrica;A Ford Ranger XLT 2026 3.0 V6 é uma picape média robusta e sofisticada, projetada para quem busca desempenho forte, capacidade off-road e conforto no dia a dia. Equipando o potente motor 3,0 V6 turbodiesel, essa Ranger entrega ˜250 cv de potência e torque de 61,2 kgfm, garantindo respostas rápidas em ultrapassagens, subid  Aqui na Ford Dimas, há mais de 40 anos trazendo soluções em mobilidade para Santa Catarina.  Av. Marinheiro Max Schramm, 2700 - Jardim Atlântico, Florianópolis - SC, 88095-000 Outros Opcionais: Comando de áudio no volante, Controle de estabilidade, Direção Elétrica, Distribuição eletrônica de frenagem, Farol de neblina, Kit Multimídia, Pára-choques na cor do veículo.;https://www.webmotors.com.br/comprar/64556386
FIAT STRADA 1.3 FIREFLY FLEX ENDURANCE CS MANUAL;FIAT;STRADA;1.3 FIREFLY FLEX ENDURANCE CS MANUAL;2023;2024.0;61000.0;Manual;4;Picape;Cinza;109900.0;Florianópolis;kaka Automoveis Floripa;Aceita troca;Na Kaka Automóveis você encontra os melhores carros com as melhores condições do mercado!  Aceitamos seu veículo usado como parte do pagamento  Entrada facilitada no cartão de crédito  Financiamento em até 60x com taxas especiaisEstamos presentes em 3 unidades para melhor te atender: Lages – Av. Pres. Vargas, 696 – Sagrado Coração de Jesus Florianópolis (Grande Floripa) – R. Maria Bernardina Vaz Borges, 360 – Kobrasol Itajaí | Praia Brava – Av. Carlos Drummond de Andrade, 7;https://www.webmotors.com.br/comprar/63629689
CHEVROLET TRACKER 1.2 TURBO FLEX PREMIER AUTOMÁTICO;CHEVROLET;TRACKER;1.2 TURBO FLEX PREMIER AUTOMÁTICO;2025;2026.0;0.0;Automática;4;Utilitário esportivo;Azul;177990.0;Florianópolis;METRONORTE CONTINENTE;Aceita troca, Garantia de fábrica;Aproveite agora mesmo essa oportunidade de garantir veículos Chevrolet zero quilômetro com preços nunca vistos antes!  Realize o sonho do carro novo e garanta as melhores condições disponíveis! Feche o melhor negócio do mercado e saia de carro novo com muitas facilidades e benefícios. Não perca mais tempo e assuma a direção dos seus sonhos.;https://www.webmotors.com.br/comprar/63388504
HYUNDAI IX35 2.0 MPFI GL 16V FLEX 4P AUTOMÁTICO;HYUNDAI;IX35;2.0 MPFI GL 16V FLEX 4P AUTOMÁTICO;2017;2018.0;67354.0;Automatizada;4;Utilitário esportivo;Prata;86000.0;Florianópolis;Hai Toyota Matriz;Aceita troca;SUV versátil e confortável, equipado com motor 2.0 Flex e câmbio automático, oferecendo desempenho equilibrado e condução suave. A versão GL traz central multimídia, ar-condicionado, direção elétrica, controles de estabilidade e tração, câmera de ré e amplo espaço interno, ideal para o uso diário e viagens com praticidade e segurança. Nos reservamos ao direito de eventuais erros de digitação.;https://www.webmotors.com.br/comprar/64782702
TOYOTA HILUX SW4 2.8 D-4D TURBO DIESEL SRX 7L 4X4 AUTOMÁTICO;TOYOTA;HILUX SW4;2.8 D-4D TURBO DIESEL SRX 7L 4X4 AUTOMÁTICO;2022;2023.0;73576.0;Automática;4;Utilitário esportivo;Preto;305900.0;Florianópolis;Hai Toyota Matriz;Aceita troca;SUV de luxo com desempenho e conforto excepcionais. Equipado com motor 2.8 Turbo Diesel e tração 4x4, oferece força e segurança em qualquer terreno. A versão SRX conta com 7 lugares, bancos em couro, ar digital dual zone, central multimídia com Android Auto e Apple CarPlay, câmera 360° e pacote Toyota Safety Sense. Nos reservamos ao direito de eventuais erros de digitação.;https://www.webmotors.com.br/comprar/63550655
RENAULT KWID 1.0 12V SCE FLEX ZEN MANUAL;RENAULT;KWID;1.0 12V SCE FLEX ZEN MANUAL;2024;2025.0;38802.0;Manual;4;Hatchback;Prata;59900.0;Florianópolis;kaka Automoveis Floripa;Aceita troca;Na Kaka Automóveis você encontra os melhores carros com as melhores condições do mercado!  Aceitamos seu veículo usado como parte do pagamento  Entrada facilitada no cartão de crédito  Financiamento em até 60x com taxas especiaisEstamos presentes em 3 unidades para melhor te atender: Lages – Av. Pres. Vargas, 696 – Sagrado Coração de Jesus Florianópolis (Grande Floripa) – R. Maria Bernardina Vaz Borges, 360 – Kobrasol Itajaí | Praia Brava – Av. Carlos Drummond de Andrade, 7;https://www.webmotors.com.br/comprar/64147026
MITSUBISHI L200 TRITON 2.4 16V TURBO DIESEL SPORT HPE-S CD 4P 4X4 AUTOMÁTICO;MITSUBISHI;L200 TRITON;2.4 16V TURBO DIESEL SPORT HPE-S CD 4P 4X4 AUTOMÁTICO;2021;2022.0;92513.0;Automática;4;Picape;Cinza;205890.0;Florianópolis;RB Motors;Aceita troca, Todas as revisões feitas pela concessionária;Veículo com TODAS suas REVISÕES EM CONCESISONÁRIA até 90.685 Km dia 30/10/2025. Tem seu laudo cautelar APROVADO e conta com MANUAL + CHAVE RESERVA.  O modelo conta com bancos em couro com ajuste elétrico ao motorista, ar condicionado digital, central multimídia com tela sensível ao toque, câmera de ré, volante multifuncional revestido em couro e rodas de liga leve. VALOR DO VEÍCULO PARA VENDA À VISTA. Se você estiver interessado em obter uma avaliação para o seu seminovo ou simular taxas especiais, nos contate pela plataformas online, WhatsApp (48) 99138-2650, @rbmotors.sc ou visitando uma de suas lojas físicas. Reservamo-nos no direito de corrigir possíveis erros de digitação e publicação.;https://www.webmotors.com.br/comprar/63952301
VOLKSWAGEN NIVUS 1.0 200 TSI TOTAL FLEX HIGHLINE AUTOMÁTICO;VOLKSWAGEN;NIVUS;1.0 200 TSI TOTAL FLEX HIGHLINE AUTOMÁTICO;2023;2024.0;55000.0;Automática;4;Utilitário esportivo;Preto;128900.0;Florianópolis;kaka Automoveis Floripa;Aceita troca;Na Kaka Automóveis você encontra os melhores carros com as melhores condições do mercado!  Aceitamos seu veículo usado como parte do pagamento  Entrada facilitada no cartão de crédito  Financiamento em até 60x com taxas especiaisEstamos presentes em 3 unidades para melhor te atender: Lages – Av. Pres. Vargas, 696 – Sagrado Coração de Jesus Florianópolis (Grande Floripa) – R. Maria Bernardina Vaz Borges, 360 – Kobrasol Itajaí | Praia Brava – Av. Carlos Drummond de Andrade, 7;https://www.webmotors.com.br/comprar/63630098
FIAT PULSE 1.3 FLEX DRIVE MANUAL;FIAT;PULSE;1.3 FLEX DRIVE MANUAL;2025;2026.0;0.0;Manual;4;Utilitário esportivo;Branco;100980.0;Florianópolis;Prima;Aceita troca;5CK - PINTURA SOLIDA (FIAT), 5CK - PINTURA SOLIDA (FIAT);https://www.webmotors.com.br/comprar/60861600
FIAT TORO 2.2 TURBO DIESEL VOLCANO 4WD AT9;FIAT;TORO;2.2 TURBO DIESEL VOLCANO 4WD AT9;2025;2026.0;0.0;Automática;4;Picape;Branco;219481.0;Florianópolis;Prima;Aceita troca;2QY - PACOTE TECNOLOGIA,Z64 - PINTURA PEROLIZADA, 2QY - PACOTE TECNOLOGIA,Z64 - PINTURA PEROLIZADA;https://www.webmotors.com.br/comprar/61635452
RENAULT DUSTER 1.6 16V SCE FLEX DYNAMIQUE MANUAL;RENAULT;DUSTER;1.6 16V SCE FLEX DYNAMIQUE MANUAL;2016;2017.0;110000.0;Manual;4;Utilitário esportivo;Prata;65900.0;Florianópolis;IMPERIAL AUTOMOVEIS;Aceita troca, IPVA pago, Licenciado; Mais opcionais: Apoio de Braço, Câmera de Ré, Chave Reserva, Completo, Volante multifuncional, Vidros Verdes, Vidros Elétricos Traseiro, Vidros Elétricos Dianteiro, Veículo quitado, Lanterna de neblina, Licenciado, Manual do Proprietário, Monitoramento da pressão dos pneus, MP3 Player, IPVA Pago, Som, Som Original, Sensor de estacionamento traseiro, Revisões em dia, Rádio, Controle Som no Volante, Conexão USB, Piloto Automático, Pe... Publicado pelo Autos 360, o integrador oficial do Grupo OLX.;https://www.webmotors.com.br/comprar/64818875
CHEVROLET TRACKER 1.0 TURBO FLEX LT AUTOMÁTICO;CHEVROLET;TRACKER;1.0 TURBO FLEX LT AUTOMÁTICO;2022;2023.0;40214.0;Automática;4;Utilitário esportivo;Prata;107900.0;Florianópolis;METRONORTE CONTINENTE;Aceita troca, Licenciado;Câmera de Ré, Comando de Som no Volante, Direção Elétrica, . Veículo de extrema procedência Manual + Chave reserva Garantia de 90 dias da concessionária Inspeção mecânica geral de entrega Oferecemos a melhor avaliação no seu usado!  Nosso time de vendas está preparado e pronto para lhe atender!;https://www.webmotors.com.br/comprar/60123574
CHEVROLET SPIN 1.8 LTZ 8V FLEX 4P AUTOMÁTICO;CHEVROLET;SPIN;1.8 LTZ 8V FLEX 4P AUTOMÁTICO;2013;2014.0;157267.0;Automática;4;Minivan;Bege;59800.0;Florianópolis;Zilli Veículos;Aceita troca;* Reservamo-nos no direito de corrigir possíveis erros de digitação e publicação.* Mais opcionais: 7 Lugares, Abertura Interna do Porta Malas, Airbag Duplo, Banco Bipartido, Câmbio Automático, Câmbio Tiptronic, Controle Som no Volante, Faróis de neblina, MP3 Player, Parachoque na Cor do Veículo, Piloto Automático, Sensor de estacionamento traseiro, Vidros Elétricos Dianteiro, Vidros Elétricos Traseiro. Publicado pelo Autos 360, o integrador oficial do Grupo OLX.;https://www.webmotors.com.br/comprar/64679448
JEEP RENEGADE 1.3 T270 TURBO FLEX AT6;JEEP;RENEGADE;1.3 T270 TURBO FLEX AT6;2023;2023.0;42000.0;Automática;4;Utilitário esportivo;Prata;109899.0;Florianópolis;3C Motors;Aceita troca;Na 3C Motors, qualidade e confiança vêm em primeiro lugar! Todos os nossos veículos passam por um rigoroso processo de avaliação, incluindo revisão completa, vistoria cautelar e preparação estética, garantindo que você receba um carro em perfeitas condições.Com mais de 20 anos no mercado, seguimos os mais altos padrões de qualidade para oferecer a você segurança, transparência e tranquilidade na hora da compra. Agende agora mesmo um... Publicado pelo Autos 360, o integrador oficial do Grupo OLX.;https://www.webmotors.com.br/comprar/64551115
FORD KA 1.0 TI-VCT FLEX SE PLUS MANUAL;FORD;KA;1.0 TI-VCT FLEX SE PLUS MANUAL;2020;2021.0;71554.0;Manual;4;Hatchback;Preto;53990.0;Florianópolis;Hai Toyota Matriz;Aceita troca;Hatch compacto e econômico, ideal para o dia a dia. Equipado com motor 1.0 Flex e câmbio manual, oferece boa performance e baixo consumo. A versão SE Plus conta com central multimídia SYNC com Android Auto e Apple CarPlay, direção elétrica, ar-condicionado, vidros e travas elétricas. Nos reservamos ao direito de eventuais erros de digitação.;https://www.webmotors.com.br/comprar/63564168
JEEP COMMANDER 2.0 TD380 TURBO DIESEL OVERLAND AT9;JEEP;COMMANDER;2.0 TD380 TURBO DIESEL OVERLAND AT9;2022;2023.0;52000.0;Automática;4;Utilitário esportivo;Dourado;193800.0;Florianópolis;MP SEMINOVOS;Aceita troca;PARA VER ESSE VEÍCULO, É NECESSÁRIO AGENDAR!A MP Seminovos é uma conceituada revenda de Santa Catarina. Trazendo para seus clientes uma experiência completa, do anúncio até a entrega do seu sonho realizado. Contamos com uma equipe qualificada, estoque vistoriado e parceria com as principais financeiras do mercado. Buscamos facilitar todo o processo de financiamento com as menores taxas. Marketing especializado em garantir agilidade ... Publicado pelo Autos 360, o integrador oficial do Grupo OLX.;https://www.webmotors.com.br/comprar/64802159
